ticket_id,customer_id,ticket_text,category_tag,resolution_time_hours,created_date
ST-015832,CUST-779491,"Three weeks in, the charging drains while idle. Also, the login account linking fails. Support, can you help?",,13.23,2026-01-21
ST-015833,CUST-200325,"After the latest update, the box replacement never came. Also, the screen stutters constantly.",delivery,5.76,2026-04-28
ST-015834,CUST-866370,"Quick update, the replacement package was already open.",,16.85,2026-05-18
ST-015835,CUST-216987,"After the latest update, the interface became painfully slow.",,15.54,2025-07-11
ST-015836,CUST-091266,"Honestly, the sound sound crackles. Also, the firmware keeps crashing. Support, can you help?",,11.37,2025-10-12
ST-015837,CUST-717382,"Since yesterday, the performance lags after every tap. Please fix this. smh",,3.99,2025-06-15
ST-015838,CUST-337971,"Since yesterday, the pairing refuses to pair. This is getting old.",connectivity,5.01,2025-07-27
ST-015839,CUST-302715,"Sadly, the buttons screen is hard to read. Also, the screen stutters constantly. Please fix this.",,19.61,2025-04-09
ST-015840,CUST-133269,"Three weeks in, the performance keeps crashing. Please fix this.",,4.3,2025-02-13
ST-015841,CUST-018736,"After the latest update, the setup instructions are confusing. Support, can you help?",,13.2,2025-06-11
ST-015842,CUST-376274,"Sadly, the battery barely lasts 5 hours... Hope the next ptch sorts it out.",,9.81,2026-03-05
ST-015843,CUST-208600,"Not gonna lie, the power drain won't hold a charge. Expected better from Lumen.",,6.26,2025-08-27
ST-015844,CUST-219124,"Three weeks in, the battery life needs charging twice a day. Please fix this.",,21.99,2026-05-12
ST-015845,CUST-164479,Exactly what I wanted: a device that barely lasts 6 hours. Would not recommend rigght now. smh,,6.42,2026-01-28
ST-015846,CUST-688248,"For the price, the login setup loops forever. This is getting old.",,8.09,2025-12-18
ST-015847,CUST-932317,"Three weeks in, the shippng box was damaged. Also, the interface stutters constantly. Support, can you help?",,7.63,2025-10-12
ST-015848,CUST-484874,"I love how this looks fantastic, but the volume volume is too low. #notimpressed",,26.46,2025-12-17
ST-015849,CUST-152031,"Quick update, the login login never completes. This is getting old.",,9.91,2026-03-15
ST-015850,CUST-475488,"For the price, the wifi drops the connection. Also, the performance became painfully slow.",,12.62,2026-01-04
ST-015851,CUST-061747,"Quick update, the battery life needs charging twice a day.",,6.29,2025-05-09
ST-015852,CUST-383669,"Honestly, the firmware lags after every tap!!",,16.3,2026-04-23
ST-015853,CUST-471834,"Not gonna lie, the package arrived late!! Support, can you help?",,5.62,2026-05-21
ST-015854,CUST-499856,"After the latest update, the installation onboarding is broken. Also, the box package was already open. Hope the next patch sorts it out.",,14.79,2025-01-21
ST-015855,CUST-472553,"After the latest update, the connection forgets my device. Also, the battery life won't hold a charge. Hope the next patch sorts it out.",,5.3,2025-05-26
ST-015856,CUST-655560,"Three weeks in, the screen fit is uncomfortable. Would not recommend right now.",,2.95,2026-02-13
ST-015857,CUST-592338,"Quick update, the volume sound crackles. Hope the next patch sorts it out.",,3.12,2025-02-10
ST-015858,CUST-925169,"Since yesterday, the wifi disconnects at random. Also, the interface keeps crashing. Also, the onboarding onboarding is broken. Expected better from Lumen.",connectivity,8.23,2025-04-17
ST-015859,CUST-130683,"For the price, the charging feels premium.",,7.62,2026-06-09
ST-015860,CUST-129285,"Five stars for making sure the box replacement never came. Just kidding. Also, the noise cancellation volume is too low. Would not recommend right now.",,30.34,2026-05-18
ST-015861,CUST-034135,"I love how this made my routine easier, but the microphone audio cuts out.",,6.22,2025-02-25
ST-015862,CUST-907067,"Sadly, the battery life drains while idle.",battery,3.79,2025-04-29
ST-015863,CUST-151525,"Not gonna lie, the noise cancellation sound crackles. Support, can you help?",,14.59,2025-10-26
ST-015864,CUST-862170,"I love how this made my routine easier, but the bluetooth drops the connection!! Please fix this. smh",,2.68,2025-11-07
ST-015865,CUST-087813,"For the price, the replacement package was already open.",,18.66,2026-03-11
ST-015866,CUST-299111,"After the latest update, the battery life won't hold a chare. Would not recommend right now.",,17.87,2025-08-28
ST-015867,CUST-182798,"I love how this was easy to set up, but the replacement wrong item was shipped. Support, can you help?",,4.67,2025-02-27
ST-015868,CUST-405827,"I love how this fits perfectly, but the setup onboarrding is broken. Also, the charge barely lasts 4 hours. This is getting old.",,3.52,2026-03-18
ST-015869,CUST-345998,"Quick udate, the onboarding instructions are confusing. This is getting old.",,2.95,2025-04-25
ST-015870,CUST-659898,"Since yesterday, the battery drains while idle.",battery,21.76,2026-06-10
ST-015871,CUST-920858,"Five stars for making sure the power drain won't hold a charge. Just kidding. Also, the installation account linking fails. Also, the noise cancellation noie cancellation got worse.",,14.48,2025-08-07
ST-015872,CUST-245503,"Since yesterday, the replacement arrived late. Would not recommend right now.",,19.66,2025-02-08
ST-015873,CUST-163073,"Three weeks in, the shiping replacement never came.",delivery,5.8,2026-01-12
ST-015874,CUST-359985,"After the latest update, the replacement works exactly as promised.",,10.86,2025-12-31
ST-015875,CUST-751225,"After the latest update, the battery life drains while idle. Also, the bluetooth forgets my device. Would not recommend right now.",,7.94,2025-09-04
ST-015876,CUST-376984,"Three weeks in, the connection forgets my device.",,3.37,2026-02-15
ST-015877,CUST-828241,"Three weeks in, the interface freezes every few minutes. Expected better from Lumen.",,6.62,2025-09-10
ST-015878,CUST-042071,"Honestly, the volume audio cuts out. Please fix this.",,10.85,2025-06-07
ST-015879,CUST-015633,"I love how this is surprisingly responsive, but the app became painfully slow. #notimpressed",,18.64,2025-11-24
ST-015880,CUST-918075,"Not gonna lie, the wifi refuses to pair. This is getting old. smh",,3.88,2025-02-24
ST-015881,CUST-764493,"Since yesterday, the installation account linking fails. Please fix this.",setup,7.72,2025-04-13
ST-015882,CUST-229330,"Since yesterday, the battery barely lasts 4 hours. Also, the firmware became painfully slow. Also, the package package was already open. This is getting old.",,9.54,2026-01-19
ST-015883,CUST-742328,"Honestly, the charging barely lasts 2 hours.",,9.72,2026-05-05
ST-015884,CUST-931049,"Since yesterday, the microphone audio cuts out.",,7.23,2025-10-29
ST-015885,CUST-880694,"I love how this made my routine easier, but the box arrived late. This is getting old.",,17.23,2025-06-24
ST-015886,CUST-406372,"After the latest update, the volume audio cuts out. Expected better from Lumen.",,11.71,2025-01-03
ST-015887,CUST-136615,"Honestly, the firmware keeps crashing. Also, the shipping wrong item was shipped. Also, the screen hurts after an hour.",performance,26.63,2026-03-22
ST-015888,CUST-928224,Exactly what I wanted: a device that disconnects at random. Would not recommend right now.,,15.56,2025-02-03
ST-015889,CUST-963825,Five stars for making sure the sync won't sync. Just kidding.,,18.46,2025-08-16
ST-015890,CUST-697169,"Since yesterday, the interface freezes every few minutes. Expected better from Lumen.",,5.34,2025-06-07
ST-015891,CUST-917554,"After the latest update, the login setup loops forever... Also, the delivery package was already open.",setup,8.05,2025-02-14
ST-015892,CUST-133081,"After the latest update, the sync disconnects at random. Also, the power drain dies before lunch. Support, can you help?",,12.91,2025-03-28
ST-015893,CUST-511300,"Three weeks in, the sync forgets my device. Also, the sound volume is too low. Hope the next patch sorts it out.",,5.71,2025-10-03
ST-015894,CUST-105899,"For the prce, the battery life made my routine easier. Please fix this.",,15.44,2025-07-22
ST-015895,CUST-114434,Exactly what I wanted: a device that lags after every tap.,,5.53,2026-04-30
ST-015896,CUST-249415,"Honestly, the charging barely lasts 4 hours. Hope the next patch sorts it out.",,1.91,2025-10-31
ST-015897,CUST-613546,"After the latest update, the box arrived late. This is getting old.",,3.87,2025-12-03
ST-015898,CUST-639073,"Sadly, the charge won't hold a charge. Please fix this.",,4.87,2025-09-22
ST-015899,CUST-875656,"For the price, the connection disconnects at random. This is getting old. ugh",,22.75,2025-01-11
ST-015900,CUST-191129,"Honestly, the noise cancellation sound crackles. Also, the app lags after every tap. Hope the next patch sorts it out.",,4.08,2025-12-08
ST-015901,CUST-490401,"Honestly, the replacement arrived late.",,9.69,2025-04-23
ST-015902,CUST-272419,"Sadly, the charging needs charging twice a day. Would not recommend right now.",,2.59,2026-04-30
ST-015903,CUST-750288,"Honestly, the app keeps crashing. Also, the sync disconnects at random. Expected better from Lumen.",,13.58,2025-09-27
ST-015904,CUST-733817,"Quick update, the pairing won't sync.",,16.77,2026-03-13
ST-015905,CUST-454985,"I love how this has excellent sound, but the delivery box was damaged. Hope the next patch sorts it out.",,10.84,2026-01-27
ST-015906,CUST-627577,"Three weeks in, the pairing won't sync. Expected better from Lumen. ???",connectivity,3.58,2025-10-10
ST-015907,CUST-778321,"Since yesterday, the onboarding instructions are confusing. Also, the case buttons feel cheap. Hope the next patch sorts it out.",,7.01,2025-12-25
ST-015908,CUST-867337,"After the latest update, the wifi disconnects at random.",connectivity,5.72,2026-01-29
ST-015909,CUST-265683,"For the price, the screen freezes every few minutes. Also, the bluetooth forgets my device. This is getting old.",,29.11,2025-04-21
ST-015910,CUST-720045,"After the latest update, the power drain drains while idle. Would not recommend right now.",battery,14.01,2025-08-01
ST-015911,CUST-165591,"Love paying premmium prices so the sync disconnects at random. Support, can you help?",connectivity,13.17,2026-01-25
ST-015912,CUST-517827,"After the latest update, the bluetooth disconnects at random. Support, can you help?",,18.49,2026-02-18
ST-015913,CUST-335021,"Quick update, the installation onboarding is broken. Also, the interface stutters constantly. Also, the battery life barely lasts 5 hours.",,9.98,2025-08-02
ST-015914,CUST-421721,"Quick update, the delivery replacement never came. Please fix this.",,5.04,2025-03-10
ST-015915,CUST-998982,"For the price, the volume volume is too low!! This is getting old.",,28.26,2026-05-01
ST-015916,CUST-372242,"For the price, the login setup loops forever. This is getting old.",,6.38,2026-03-19
ST-015917,CUST-823442,"Sadly, the firmware freezes every few minutes.",,10.67,2025-08-11
ST-015918,CUST-907122,"For the price, the audio microphone sounds muffled. Support, can you help?",,7.23,2026-01-29
ST-015919,CUST-302530,Exactly what I wanted: a device that setup loops forever.,,15.73,2025-09-19
ST-015920,CUST-072324,"Not gonna lie, the sync forgets my device. Would not recommend right now.",,14.67,2026-04-01
ST-015921,CUST-844440,"Honestly, the setup login never completes. Would not recommend right now.",setup,9.16,2025-09-08
ST-015922,CUST-513748,"Sadly, the fit is surprisingly responsive.",,6.13,2025-08-24
ST-015923,CUST-870554,"Not gonna lie, the charge needs charging twice a day.",,4.52,2025-07-08
ST-015924,CUST-800572,"Since yesterday, the volume microphone sounds muffled. Also, the battery won't hold a charge. Expected better from Lumen.",,21.52,2026-06-03
ST-015925,CUST-529449,"Since yesterday, the installation made my routine esier.",,7.45,2025-02-05
ST-015926,CUST-309982,"Sadly, the setup works exactly as promised.",,1.97,2026-04-19
ST-015927,CUST-332153,"Quick update, the shipping arrived late. Hope the next patch sorts it out.",,4.27,2025-10-25
ST-015928,CUST-282332,"Honestly, the account account linking fails. Hope the next patch sorts it out.",setup,18.24,2025-12-21
ST-015929,CUST-018616,"For the price, the noise cancellation noise cancellation got worse. Expected better from Lumen.",,3.51,2025-12-19
ST-015930,CUST-264560,"Three weeks in, the firmware freezes every few minuutes. Expected better from Lumen.",,2.01,2025-09-12
ST-015931,CUST-980787,"I love how this feels premium, but the screen buttons feel cheap.",design,4.2,2025-03-01
ST-015932,CUST-211384,"I love how this works exactly as promised, but the battery dies before lunch.",,16.67,2025-01-11
ST-015933,CUST-704022,"Not gonna lie, the package box was damaged. Expected better from Lumen.",,14.07,2025-07-30
ST-015934,CUST-749300,"Honestly, the design buttons feel cheap!! Hope the next patch sorts it out.",,9.48,2026-06-10
ST-015935,CUST-382955,"Honestly, the noise cancellation sound crackles. Also, the pairing forgets my device. Support, can you help?",,4.77,2026-04-20
ST-015936,CUST-363157,"I love how this is surprisingly responsive, but the account instructions are confusing.",,15.02,2025-10-11
ST-015937,CUST-370388,"For the price, the wifi disconnects at random. Please fix this.",,9.95,2026-01-14
